Health Officer-Health Fair,,,$                        -,,,,,,
Health Officer-Office Supplies,,,$ 108.89,,,,,,
Health Officer-Postage,,,$ 1.20,,,,,,
Health Officer-Books/Updates,,,$                        -,,,,,,
Health Officer-Prevention,,,$                        -,,,,,,
TOTAL HEALTH,,,"$ 6,021.65",,,,,,
WELFARE,,,,,,,,,
Human Serv-Salary/Overseer,,,,"$ 4,320.00",,,,,
Human Serv-Medicare,,,,$ 55.91,,,,,
Human Serv-Fica,,,,$ 239.41,,,,,
Human Serv-NHRS,,,,$ 594.75,,,,,
Human Serv-Telephone,,,,$ 356.93,,,,,
Human Serv-Meetings,,,,$ 15.00,,,,,
Human Serv-St. Joes Meals on Wheels,,,,$                        -,,,,,
Human Serv-Office Supplies,,,,$ 77.00,,,,,
Human Serv-Postage,,,,$ 63.01,,,,,
Human Serv-Dues,,,,$                        -,,,,,
Human Serv-Town Assistance,,,,"$ 6,818.58",,,,,
TOTAL WELFARE,,,,"$ 12,540.59",,,,,
SEWER,,,,,,,,,
Sewer-Telephone,,,,$ 426.44,,,,,
Sewer-Electricity,,,,"$ 3,041.93",,,,,
Sewer-Propane/Generator,,,,$ 458.11,,,,,
Sewer-Pump Tanks,,,,"$ 4,640.00",,,,,
Sewer-Seminars/Training,,,,$                        -,,,,,
Sewer-Mowing,,,,$ 875.00,,,,,
Sewer-Professional Services,,,,"$ 3,500.00",,,,,
Sewer-Supplies,,,,$                        -,,,,,
Sewer-Equipment,,,,$                        -,,,,,
Sewer-Equipment Repair/Maintenance,,,,"$ 9,996.59",,,,,
Sewer-Alarm Monitoring,,,,$                        -,,,,,
TOTAL SEWER,,,,"$ 22,938.07",,,,,
PARKS & RECREATION,,,,,,,,,
Parks & Rec-Transcriber Wages,,,,$                        -,,,,,
Parks & Rec-Wages/Hourly,,,,"$ 44,816.78",,,,,
Parks & Rec-Salary/Director,,,,"$ 5,000.04",,,,,
Parks & Rec-Medicare,,,,$ 722.31,,,,,
Parks & Rec-Fica,,,,"$ 3,088.66",,,,,
WATER DIST. & TREATMENT,,,,,,,,,
Water-Training,$ 100.00,,,,,,,,
Water-Water Testing,"$ 3,301.70",,,,,,,,
PARKS & RECREATION (CONT'D),,,,,,,,,
Parks & Rec-Telephone,,,,"$ 1,766.70",,,,,
Parks & Rec-Electricity,,,,"$ 2,348.81",,,,,
Parks & Rec-Advertising,,,,$                        -,,,,,
Parks & Rec-Printing,,,,$                        -,,,,,
Parks & Rec-Outside Services,,,,"$ 4,406.70",,,,,
Parks & Rec-Rubbish Removal,,,,"$ 3,818.33",,,,,
Parks & Rec-Park Repairs,,,,"$ 1,647.43",,,,,
Parks & Rec-Supplies,,,,$ 211.75,,,,,
Parks & Rec-Chase Park Supplies,,,,$ 932.15,,,,,
Parks & Rec-Photocopies,,,,$                        -,,,,,
Parks & Rec-Postage,,,,$                        -,,,,,
Parks & Rec-Recreation Activity,,,,$                        -,,,,,
Parks & Rec-Water Safety,,,,$ 365.53,,,,,
Parks & Rec-Park Maintenance,,,,"$ 2,265.06",,,,,
Parks & Rec-Sr Citizen Activity,,,,$ 551.95,,,,,
TOTAL PARKS & RECREATION,,,,"$ 71,942.20",,,,,
DEBT SERVICE,,,,,,,,,
Debt Serv-Road Bond/Principal,,,,,"$ 210,000.00",,,,
Debt Serv-Road Bond/Interest,,,,,"$ 74,970.00",,,,
Debt Serv-DPW Garage Bond/Principal,,,,,"$ 136,000.00",,,,
Debt Serv-DPW Garage Bond/Interest,,,,,"$ 10,064.00",,,,
TOTAL DEBT SERVICE,,,,,"$ 431,034.00",,,,
TOTAL OPERATING BUDGET,,,,,"$ 7,635,733.39",,,,
WARRANT ARTICLES,,,,,,,,,
Warrant Art. Fire - Utility Truck,,,,,,,,"$ 105,000.00",
Warrant Art. Cemetery Cy Pres Improve.,,,,,,,,$                        -,
Warrant Art. Forester Contracted Services,,,,,,,,"$ 20,000.00",
Warrant Art. Fire - Pagers,,,,,,,,"$ 13,125.00",
 Warrant Art. Police - Cruiser                              ,,,,,,,,"$ 78,010.00",
TOTAL WARRANT ARTICLES,,,,,,,,"$ 216,135.00",
CAPITAL RESERVE FUNDS VOTED,,,,,,,,,
Government Building Maintenance,,,,,,,"$ 30,000.00",,
Highway Truck & Equipment,,,,,,,"$ 241,941.00",,
 Road Maintenance & Reconstruction                 ,,,,,,,"$ 500,000.00",,
TOTAL CAPITAL RESERVE FUNDS,,,,,,,"$ 771,941.00",,
LIBRARY,,,,,,,,,
Library-Director Salary,"$ 58,916.60",,,,,,,,
Library-Longevity Bonus,"$ 1,000.00",,,,,,,,
Library-Hourly Wages,"$ 124,451.95",,,,,,,,
Library-Health Insurance,"$ 26,424.35",,,,,,,,
Library-Medicare,"$ 2,622.35",,,,,,,,
Library-Fica,"$ 11,212.78",,,,,,,,
Library-NHRS,"$ 13,183.22",,,,,,,,
Library-Operating Budget,"$ 57,300.00",,,,,,,,
Library-Life Ins.,$ 110.40,,,,,,,,
TOTAL LIBRARY,"$ 295,221.65",,,,,,,,
TOTAL 2023 EXPENDITURES,,,,,,,,,"$ 8,623,809.39"
PATRIOTIC PURPOSES,,,,,,,,,
Patriotic Purp-Memorial Day,,,,$                        -,,,,,
TOTAL PATRIOTIC PURPOSES,,,,$                       -,,,,,
CONSERVATION,,,,,,,,,
Conserv Comm-Transcriber Wages,,,$                        -,,,,,,
Conserv Comm-Medicare,,,$                        -,,,,,,
Conserv Comm-Fica,,,$                        -,,,,,,
Conserv Comm-Training/Seminar,,,$                        -,,,,,,
Conserv Comm-Dues,,,$ 40.00,,,,,,
Conserv Comm-Mowing,,,$ 130.00,,,,,,
Conserv Comm-Office Supplies,,,$                        -,,,,,,
Conserv Comm-Communications,,,$                        -,,,,,,
TOTAL CONSERVATION,,,$ 170.00,,,,,,
ECONOMIC DEVELOPMENT,,,,,,,,,
Economic Development,,,,,,$                        -,,,
TOTAL ECONOMIC DEVELOPMENT,,,,,,$                        -,,,
AMBULANCE BILLING,,,,,,,,,
Ambulance Billing Serv Fees,,,,$                        -,,,,,
TOTAL AMBULANCE BILLING,,,,$                       -,,,,,
